Editeur,Forme juridique,Département,Service,url,Qualification,Numéro CPPAP
EDITION PRESSE HEBDO,SARL,62,liberte-actus.fr,http://www.liberte-actus.fr,IPG,0130 Y 95335
SNLE LIBERTE-HEBDO,SAS,59,libertehebdo.fr,http://www.libertehebdo.fr,IPG,1127 Y 95029
LE JOURNAL-INFO,Association,75,librejournal.fr,https://librejournal.fr,IPG,0626 Y 95317
LIEN HORTICOLE,SAS,34,lienhorticole.fr,http://www.lienhorticole.fr,39bisB,0127 X 94814
LIEN SOCIAL,SARL,31,lien-social.com,http://www.lien-social.com,39bisA,0726 Z 93149
ICL,SARL,70,limogesinfos87.fr,http://www.limogesinfos87.fr,IPG,0728 Y 94642
DEVAL PRESSE INFOS,SAS,26,limpartial.fr,http://www.limpartial.fr,IPG,0130 Y 93584
L'INCORRECT,SAS,75,lincorrect.org,http://www.lincorrect.org,IPG,0527 Y 94909
L'INDEPENDANT DU MIDI,SA,66,lindependant.fr,https://www.lindependant.fr,IPG,0530 Y 90471
ELO PRESSE,SAS,35,lineaires.com,http://www.lineaires.com,39bisB,1129 X 94076
ANTENNE REUNION TELEVISION,SA,97,linfo.re,http://www.linfo.re,IPG,0928 Y 92361
VALDAMIS,SAS,75,linfodurable.fr,https://www.linfodurable.fr,39bisA,0131 Z 93612
SOCIETE EDITRICE DE L'INFORME,SAS,75,linforme.com,http://www.linforme.com,IPG,0130 Y 95064
L'ESSENTIEL CULTUREL,Association,75,linfotoutcourt.com,https://linfotoutcourt.com,,1029 W 93203
INNOMEDIAS,SAS,45,linspiration-politique.fr,https://www.linspiration-politique.fr/,39bisA,0927 Z 94678
CCM BENCHMARK GROUP,SAS,75,linternaute.com,http://www.linternaute.com,IPG,0131 Y 95240
PUBLICATIONS AGORA FRANCE,SARL,75,L'investisseur 360 - Newsletter,L'investisseur 360 - Newsletter,,1126 W 95372
LISBETH MEDIA,Association,29,lisbethmedia.com,https://lisbethmedia.com/,39bisA,1126 Z 94942
COM'SOL COMMUNICATION SOLIDARITE,SARL,75,liti.fr,http://www.liti.fr,39bisA,0927 Z 94968
ELECTRE,SA,75,livreshebdo.fr,http://www.livreshebdo.fr,39bisB,1130 X 90684
LAMY LIAISONS,SAS,93,lja.fr,http://www.lja.fr,39bisB,0727 X 94084
GD Connexion,SARL,98,lnc.nc,http://www.lnc.nc,IPG,1030 Y 90772
L'OBSERVATEUR,SAS,59,lobservateur.fr,http://www.lobservateur.fr,IPG,0926 Y 93204
L'ABEILLE DE LA TERNOISE.COMMUNICATION,SAS,62,lobservateurdebeauvais.fr,https://www.lobservateurdebeauvais.fr/,IPG,1129 Y 94097
L'ŒIL DE LA PHOTOGRAPHIE,SAS,75,loeildelaphotographie.com,http://www.loeildelaphotographie.com,,0326 W 92223
EDITIONS LARIVIERE,SAS,92,lofficielducycle.com,http://www.lofficielducycle.com,,0327 W 94848
INF'AGRI 44,SARL,44,loire-atlantique-agricole.fr,https://loire-atlantique-agricole.fr,39bisB,1128 X 93790
LOKKO,SASU,34,lokko.fr,https://www.lokko.fr/,39bisA,0926 Z 94023
OPINION INDEPENDANTE DU SUD-OUEST,SAS,31,lopinion.com,https://lopinion.com/,IPG,0730 Y 94240
BEY MEDIAS PRESSE ET INTERNET,SAS,75,lopinion.fr,http://www.lopinion.fr,IPG,1028 Y 92036
IPD,SAS,94,lsa-conso.fr,http://www.lsa-conso.fr,39bisB,1029 X 90089
LA SEMAINE DU PAYS BASQUE,SAS,64,lspb.fr,http://www.lspb.fr,IPG,0327 Y 94857
SOCIETE DU JOURNAL L'UNION,SA,51,lunion.fr,https://www.lunion.fr,IPG,0130 Y 90242
AGENCE RG+,SASU,69,lyon.cscience.info,https://lyon.cscience.info/,39bisA,0526 Z 95289
LYON CAPITALE,SAS,92,lyoncapitale.fr,https://www.lyoncapitale.fr,IPG,0930 Y 94323
LYON DECIDEURS,SAS,69,lyondecideurs.com,http://www.lyondecideurs.com,,0726 W 94645
LYON ENTREPRISES,SAS,69,lyon-entreprises.com,http://www.lyon-entreprises.com,,0327 W 94215
LA NEWS,SARL,69,lyonmag.com,http://www.lyonmag.com,IPG,0330 Y 94198
L'YONNE REPUBLICAINE,SA,89,lyonne.fr,http://www.lyonne.fr,IPG,0930 Y 90578
LYON PEOPLE,EURL,69,lyonpeople.com,https://www.lyonpeople.com/,,0927 W 94341
SYLVAIN D'HUISSEL,Micro-entrepreneur,42,lyonpoleimmo.com,http://www.lyonpoleimmo.com,,1126 W 91369
MACGENERATION,SARL,69,macg.co,http://www.macg.co,,0929 W 93490
SOCIETE FRANCAISE DES EDITIONS TECHNIQUES,SAS,92,machinesproduction.fr,http://www.machinesproduction.fr,39bisB,0527 X 94920
MACOMMUNE.INFO,SARL,25,macommune.info,http://www.macommune.info,IPG,0230 Y 90275
MACON-INFOS,SARL,71,macon-infos.com,http://www.macon-infos.com,,0127 W 94158
NOVADOXE,SAS,75,maddyness.com,http://www.maddyness.com,,0331 W 95221
COM'IN MARSEILLE (Made in Marseille),SASU,13,madeinmarseille.net,https://madeinmarseille.net,IPG,0629 Y 93196
MADE IN PERPIGNAN,SARL,66,madeinperpignan.com,https://madeinperpignan.com,IPG,0928 Y 93205
MADMOIZELLE AGENCY,SAS,75,madmoizelle.com,http://www.madmoizelle.com,,0926 W 94943
ANDRH - ASSOCIATION NATIONALE DES DIRECTEURS DES RESSOURCES HUMAINES,Association,75,magazineandrh.fr,http://www.magazineandrh.fr/,39bisB,0331 X 95544
MARIE CLAIRE ALBUM,SAS,92,magazine-avantages.fr,http://www.magazine-avantages.fr,,0330 W 95421
MAGCENTRE,Association,45,magcentre.fr,http://www.magcentre.fr,IPG,0131 Y 92164
MARIE CLAIRE ALBUM,SAS,92,magicmaman.com,http://www.magicmaman.com,,0229 W 94826
MAGJOURNAL 77,SAS,77,magjournal77.fr,http://www.magjournal77.fr,39bisA,0927 Z 92802
HCR,SAS,01,magville.fr,http://www.magville.fr,,0926 W 94641
ASSOCIATION DES MAIRES DE France,Association,75,maire-info.com,http://www.maire-info.com,39bisA,1126 Z 94740
ASSOCIATION DES MAIRES DE France,Association,75,mairesdefrance.com,http://www.mairesdefrance.com,39bisA,0631 Z 95566
GROUPE PEDAGOFICHE,SAS,63,mairiexpertactu.fr,https://www.mairiexpertactu.fr,,0926 W 93766
GROUPE PEDAGOFICHE,SAS,63,mairiexpertbudget.fr,http://www.mairiexpertbudget.fr,,1126 W 94378
MARCELLE LE MEDIA,SAS,13,marcelle.media,http://www.marcelle.media,39bisA,0531 Z 93881
CMI France,SAS,75,marianne.net,https://www.marianne.net,IPG,0927 Y 91523
Projecteurtv.com,SAS,13,marie-celine.com,http://www.marie-celine.com,39bisB,1026 X 95340
MARIE CLAIRE ALBUM,SAS,92,marieclaire.fr,https://www.marieclaire.fr,39bisA,0128 Z 92044
EDI SIC,SARL,92,mariefrance.fr,http://www.mariefrance.fr,,0326 W 92318
SURPERFORMANCE,SAS,74,marketscreener.com,http://www.marketscreener.com,39bisB,0128 X 94443
MARSACTU,SAS,13,marsactu.fr,https://marsactu.fr,IPG,1126 Y 90826
PRESSE ANTILLES GUYANE,SAS,97,martinique.franceantilles.fr,http://www.martinique.franceantilles.fr,IPG,0727 Y 93571
France COMMUNICATION INTERNATIONAL,SAS,69,ma-sante.news,https://ma-sante.news/,,0927 W 95486
LA COMMUNICATION INDUSTRIELLE ET PROFESSIONNELLE,SAS,93,materielagricole.info,http://www.materielagricole.info,39bisB,0929 X 92426
LA COMMUNICATION INDUSTRIELLE ET PROFESSIONNELLE,SAS,93,materiel-paysage.com,http://www.materiel-paysage.com,39bisB,0127 X 94812
Les Petites Affiches Matot Braine,EURL,51,matot-braine.fr,http://www.matot-braine.fr,39bisA,0926 Z 94684
EDP SCIENCES,SAS,91,mattech-journal.org,http://www.mattech-journal.org,39bisB,0626 X 91361
ADVIMEDIA,SARL,75,maxifoot.fr,http://www.maxifoot.fr,,0527 W 91954
EDP SCIENCES,SAS,91,medecinesciences.org,http://www.medecinesciences.org,,0327 W 93282
MEDFEMINISWIYA.NETWORK,Association,69,medfeminiswiya.net,https://medfeminiswiya.net/,,0626 W 95318
IPARLA BAIGURA KOMUNIKAZIOA,SCIC,64,mediabask.eus,http://www.mediabask.eus,IPG,0929 Y 94017
MEDIACITES,SAS,92,mediacites.fr,http://www.mediacites.fr,IPG,0129 Y 93294
MEDIACOOP,SCOP,63,mediacoop.fr,http://www.mediacoop.fr,39bisA,0528 Z 93394
MEDIALOT,EIRL,46,medialot.fr,http://medialot.fr,IPG,1129 Y 92940
MEDIA NAW PLUS,SAS,41,medianawplus.fr,http://www.medianawplus.fr,IPG,0528 Y 94584
SOCIETE EDITRICE DE MEDIAPART,SAS,75,mediapart.fr,http://www.mediapart.fr,IPG,1229 Y 90071
Média'Pi !,Association,93,media-pi.fr,https://media-pi.fr/,IPG,0131 Y 94129
MEDIAVINOINFO,SAS,75,MédiavinoPro - Newsletter,MédiavinoPro - Newsletter,39bisB,1128 X 94776
SANTOR EDITION,SAS,92,mediscoop.net,http://www.mediscoop.net,39bisB,0428 X 92432
NEW PLANET MEDIA,SAS,75,medisite.fr,https://www.medisite.fr/,,0526 W 93940
WEBMD FRANCE,SARL,75,Medscape  Edition Française - Newsletter,Medscape Edition Française - Newsletter,,0727 W 91532
ERIC CHARPENTIER,Micro-entrepreneur,31,melles750.fr,http://www.melles750.fr,,1126 W 94777
LES EDITIONS DU KAPOTIER,SARL,97,memento.fr,https://www.memento.fr,IPG,0327 Y 94858
COMPRA,SASU,38,memodelisere.fr,https://www.memodelisere.fr/,IPG,0528 Y 93102
UNI MEDIAS,SAS,75,mercipourlinfo.fr,https://www.mercipourlinfo.fr/,39bisA,0927 Z 91530
LE TELEGRAMME,SAS,29,meretmarine.com,http://www.meretmarine.com,,0527 W 92370
MESINFOS,GIE,75,mesinfos.fr,http://www.mesinfos.fr,IPG,0628 Y 95142
LC EDITION,Entreprise individuelle,91,m-essonne.fr,http://www.m-essonne.fr,39bisB,0326 X 94484
EDP SCIENCES,SAS,91,metallurgical-research.org,http://www.metallurgical-research.org,39bisB,1026 X 93283
MICRO CANAP',EIRL,86,Micro canap' - Newsletter,Micro canap' - Newsletter,,0926 W 95499
PUBLICATIONS AGORA FRANCE,SARL,75,Microcaps fortune - Newsletter,Microcaps fortune - Newsletter,,0327 W 94507
SOCIETE DU JOURNAL MIDI LIBRE,SA,34,midilibre.fr,http://www.midilibre.fr,IPG,0430 Y 90371
Milk,SAS,92,milkdecoration.com,http://www.milkdecoration.com,,0129 W 95250
Milk,SAS,92,milkmagazine.net,http://www.milkmagazine.net,,0129 W 95251
12ACTU.COM,SARL,12,millavois.com,http://www.millavois.com,IPG,1129 Y 94397
WEBEDIA,SA,92,millenium.org,https://www.millenium.org/,,1026 W 94693
FRONTLINE MEDIA,SAS,75,mind.eu.com,http://www.mind.eu.com,IPG,0630 Y 95146
SOCIETE DE L'INDUSTRIE MINERALE,Association,75,minesetcarrieres.fr,http://www.minesetcarrieres.fr,39bisB,0330 X 95425
USKALZAIN,SARL,64,miroirdelasoule.com,https://miroirdelasoule.com/,,0726 W 95463
MISS TWEED PUBLISHING,SASU,75,misstweed.com,http://www.misstweed.com,39bisB,1127 X 94387
EDP SCIENCES,SAS,91,mmnp-journal.org,http://www.mmnp-journal.org,,0129 W 93285
NEWS TANK MOBILITES,SAS,75,mobilites.newstank.fr,https://mobilites.newstank.fr,,0531 W 94437
PRISMA MEDIA,SAS,92,Momentum - Newsletter,Momentum - Newsletter,39bisB,0630 X 95150
PLAY BAC PRESSE,SAS,75,Mon quotidien - Application,Mon quotidien - Application,IPG,0927 Y 91037
LE MONDE DIPLOMATIQUE,SA,75,monde-diplomatique.fr,http://www.monde-diplomatique.fr,IPG,0130 Y 90218
SOCIETE GUYANAISE DE PRESSE,SARL,97,monewsguyane.com,http://www.monewsguyane.com,IPG,1126 Y 94768
CALCAMO,SASU,35,moneyvox.fr,http://www.moneyvox.fr,39bisA,0927 Z 94112
PELLISSIER PAULINE ANNE MARIE,Micro-entrepreneur,75,monpetit20e.com,http://www.monpetit20e.com,,0326 W 95060
MON QUOTIDIEN AUTREMENT,SARL,92,monquotidienautrement.com,http://www.monquotidienautrement.com,,0926 W 91461
CPMRA,SAS,38,montagnes-magazine.com,http://www.montagnes-magazine.com,,1130 W 95023
MOSELLE T.V,SA,57,moselle.tv,http://www.moselle.tv,IPG,0727 Y 95467
La Moselle Agricole,SAS,57,moselleagricole.agri-info-nordest.fr,https://moselleagricole.agri-info-nordest.fr/,,1126 W 94754
ALTAPRESSE,SARL,75,moto-net.com,http://www.moto-net.com,,1226 W 90075
EDITIONS LARIVIERE,SAS,92,moto-station.com,http://www.moto-station.com,,0327 W 92240
LES EDITIONS SECONDES,SAS,18,mouvement.net,http://www.mouvement.net,,0526 W 90872
Studio Mouvement UP,SARL,75,mouvement-up.fr,http://www.mouvement-up.fr,39bisA,0526 Z 94596
MPROVENCE,SCOP,13,mprovence.com,http://www.mprovence.com,,0526 W 94758
AICP (Académie Internationale de Coupe de Paris),Association,75,mt2magazine.fr,http://www.mt2magazine.fr,,1127 W 95005
ALTER-MEDIAS,Association,93,multinationales.org,http://multinationales.org,39bisA,0327 Z 92638
Musae Média,Association,75,"Musae, votre dose d’inspirations et d’actions positives sur la santé mentale - Newsletter","Musae, votre dose d’inspirations et d’actions positives sur la santé mentale - Newsletter",,0127 W 94944
LES EDITIONS PRESENTES,Association,31,musique-journal.fr,http://www.musique-journal.fr,39bisB,0726 X 94247
COOPÉRATIVE D'INFORMATION ET D'EDITION MUTUALISTE (CIEM),SA,75,mutualistes.com,https://mutualistes.com/,,0530 W 90403
PLAY BAC PRESSE,SAS,75,My Little Weekly News - Application,My Little Weekly News  - Application,IPG,0629 Y 95320
PLAY BAC PRESSE,SAS,75,My Weekly News - Application,My Weekly News - Application,IPG,0629 Y 95321
ATLANTIQUE ENERGIE,Micro-entrepreneur,49,my-angers.info,http://www.my-angers.info,39bisA,0128 Z 92933
Natura Sciences,SAS,91,natura-sciences.com,https://www.natura-sciences.com/,IPG,0727 Y 94250
IPD,SAS,94,neorestauration.com,http://www.neorestauration.com,39bisB,1128 X 90090
SERONI ASSET,SAS,75,newsassetpro.com,http://www.newsassetpro.com,,0330 W 94867
SERONI INTERACTIVE,SAS,75,newsassurances.pro,https://www.newsassurances.pro/,,0929 W 91666
INPACT MEDIAGROUP,SARL,33,nextinpact.com,http://www.nextinpact.com,39bisA,0326 Z 92244
GROUPE NICE MATIN,SASU,06,nicematin.com,http://www.nicematin.com,IPG,1130 Y 90215
NICE-PRESSE,EURL,06,nicepresse.com,http://www.nicepresse.com,IPG,0127 Y 95395
NIGHT4GOOD,SAS,92,night4good.fr,http://www.night4good.fr,39bisA,0326 Z 95269
SOCIETE NOUVELLE NORD LITTORAL,SA,62,nordlittoral.fr,https://www.nordlittoral.fr/,IPG,0531 Y 91040
LS MEDIANORD SANSON,EIRL,59,nordsports-mag.fr,http://www.nordsports-mag.fr,,0926 W 92429
NOTRE PLANETE INFO,Entreprise individuelle,17,notre-planete.info,https://www.notre-planete.info,39bisA,0326 Z 92250
BAYARD,SA,92,notretemps.com,http://www.notretemps.com,39bisA,1229 Z 90127
NOUVELLES EDITIONS CARIBEENNES,SARL,97,nouvellessemaine.fr,http://www.nouvellessemaine.fr,IPG,1126 Y 94760
LE NOUVEL OBSERVATEUR DU MONDE,SA,75,nouvelobs.com,https://www.nouvelobs.com/,IPG,0130 Y 90243
NOVASTAN France,Association,75,novastan.org,https://www.novastan.org,IPG,0327 Y 94200
MEDIAS DE PROXIMITE,SAS,31,nrpyrenees.fr,https://www.nrpyrenees.fr/,IPG,0130 Y 94152
EDP SCIENCES,SAS,91,nss-journal.org,https://www.nss-journal.org,,1126 W 91515
PRESSTIC NUMERAMA,SAS,75,numerama.com,http://www.numerama.com,,0930 W 94946
NOUVELLE SA LA VIE OUVRIERE,SA,93,nvo.fr,http://www.nvo.fr,IPG,1026 Y 91098
SOCIETE FRANCAISE DE MARKETING DIRECT,EURL,30,objectifgard.com,http://www.objectifgard.com,IPG,0929 Y 91529
ARTEFAKT,SAS,22,occidentis.fr,http://www.occidentis.fr,,0326 W 95264
MAISON DES JOURNALISTES,Association,75,œil-maisondesjournalistes.fr,https://www.oeil-maisondesjournalistes.fr,39bisA,0126 Z 93080
OFF INVESTIGATION,SASU,92,off-investigation.fr,http://www.off-investigation.fr,IPG,1129 Y 95025
L'OISE AGRICOLE,SARL,60,oise-agricole.fr,http://www.oise-agricole.fr,39bisB,0329 X 93880
SOCIETE DE PRESSE DE L'OISE,SA,60,oisehebdo.fr,http://www.oisehebdo.fr/,IPG,0127 Y 94170
Observatoire des Journalistes et de l’Information médiatique (OJIM),Association,75,ojim.fr,http://www.ojim.fr,,0526 W 95437
OBSIDIENNE FINANCE,SARL,78,olivieranger.com,http://www.olivieranger.com,,1026 W 92431
FONDATION OFFICE CHRETIEN DES PERSONNES HANDICAPEES,,75,ombresetlumiere.fr,https://www.ombresetlumiere.fr/,39bisA,0331 Z 95545
OMERTA MEDIA,SASU,92,omertamedia.fr,http://www.omertamedia.fr,IPG,0530 Y 95121
ON HEALTH,SAS,21,on-health.tv,http://www.on-health.tv,39bisB,0526 X 95302
PUBLICATIONS AGORA FRANCE,SARL,75,OPA Business Club - Newsletter,OPA Business Club - Newsletter,,0626 W 93942
OPTION FINANCE,SAS,75,optionfinance.fr,http://www.optionfinance.fr,39bisA,0627 Z 91411
ORIENT XXI,Association,75,orientxxi.info,http://orientxxi.info,IPG,0127 Y 92595
TM MEDIA - THOMAS MOYSAN EI,Micro-entrepreneur,45,orleanscapitale.fr,https://www.orleans-capitale.fr/,39bisB,0526 X 95444
ASTRAION,SARL,92,orthodoxie.com,http://orthodoxie.com,,0626 W 92364
SOCIETE OUEST France,SA,35,ouest-france.fr,https://www.ouest-france.fr/,IPG,1230 Y 90832
Mehr Licht,SAS,69,ourscom.fr,https://www.ourscom.fr,39bisB,0528 X 94249
OUTREMERS 360°,SAS,75,outremers360.com,http://outremers360.com,IPG,0929 Y 93007
OUTSIDE MEDIA,SAS,74,outside.fr,http://www.outside.fr,,0631 W 94201
PUBLICATIONS AGORA FRANCE,SARL,75,Oxford Dividendes Club - Newsletter,Oxford Dividendes Club - Newsletter,,0526 W 95299
PUBLICATIONS AGORA FRANCE,SARL,75,Oxford Elite Rendements - Newsletter,Oxford Elite Rendements - Newsletter,,1026 W 95342
LES GAZETTES,Association,80,oyezoyez.fr,https://www.oyezoyez.fr,,0628 W 95568
WEBEDIA,SA,92,ozap.com,http://www.ozap.com,,1029 W 90250
IDOL MEDIA,SARL,75,pan-african-music.com,http://pan-african-music.com,39bisB,0626 X 93200
PYC MEDIA,SAS,75,papetierdefrance.com,http://www.papetierdefrance.com,39bisB,0328 X 95091
PARALLELE SUD,Association,97,parallelesud.com,http://www.parallelesud.com,IPG,0630 Y 95147
UNI MEDIAS,SAS,75,parents.fr,http://www.parents.fr,,0130 W 92043
PARIS MATCH,SASU,75,parismatch.com,http://www.parismatch.com,IPG,0131 Y 90107
PARIS NORMANDIE,SAS,76,paris-normandie.fr,https://www.paris-normandie.fr/,IPG,0631 Y 90224
MATCHEM,SAS,75,paris-turf.com,http://www.paris-turf.com,,0127 W 91244
LES EDITIONS PAYS,SAS,75,"Pays, la newsletter qui nous entoure - Newsletter","Pays, la newsletter qui nous entoure - Newsletter",39bisA,0628 Z 95567
PAYSAN BRETON,SAS,22,paysan-breton.fr,http://www.paysan-breton.fr,39bisA,1026 Z 91096
Société d'éditions rurales et agricoles de Lorraine - SERAL,SARL,54,paysanlorrain.agri-info-nordest.fr,https://paysanlorrain.agri-info-nordest.fr/,,1126 W 94767
SOCIETE D'EXPLOITATION DU JOURNAL PAYSANS DE LA LOIRE,SARL,42,paysansdelaloire.fr,http://www.paysansdelaloire.fr,39bisA,0630 Z 92748
SOCIETE D'EDITION ET DE PRESSE AGRICOLE DU TARN,SARL,81,paysantarnais.com,http://www.paysantarnais.com,39bisB,0729 X 93983
Société d'Edition Vosgienne de la Presse Agricole (SEVPA),SARL,88,paysanvosgien.agri-info-nordest.fr,https://paysanvosgien.agri-info-nordest.fr/,,1126 W 94766
EDITIONS FITAMANT,SARL,29,pdm-seafoodmag.com,http://www.pdm-seafoodmag.com,39bisB,0531 X 94487
EDP SCIENCES,SAS,91,pedagogie-medicale.org,https://www.pedagogie-medicale.org,39bisB,0626 X 91362
LES AMIS DE PENSER C'EST CHOUETTE,Association,75,pensercestchouette.com,http://www.pensercestchouette.com,39bisA,0926 Z 95496
MEDIAS DE PROXIMITE,SAS,31,petitbleu.fr,http://www.petitbleu.fr,IPG,0130 Y 94153
COMPAGNIE DES PUBLICATIONS ET MEDIAS RHONE-ALPES,SAS,38,petit-bulletin.fr,http://www.petit-bulletin.fr,IPG,1030 Y 95226
SOCIÉTÉ NOUVELLE DES PETITES AFFICHES DES ALPES MARITIMES,SARL,06,petitesaffiches.fr,https://www.petitesaffiches.fr,IPG,0628 Y 91024
LES PETITES AFFICHES DES PYRENNEES-ATLANTIQUES,SAS,64,petitesaffiches64.com,http://www.petitesaffiches64.com,,1126 W 94756
ENERSTRATEGIES,SAS,75,Pétrostratégies - Newsletter,Pétrostratégies - Newsletter,39bisB,0629 X 93939
HCR,SAS,01,peuple-libre.fr,https://www.peuple-libre.fr/,IPG,0729 Y 93977
LES EDITIONS DU PHARE,SAS,17,pharedere.com,https://www.pharedere.com,IPG,1128 Y 90877
PR EDITIONS,SAS,92,pharmaceutiques.com,http://www.pharmaceutiques.com,,0526 W 94588
HEALTHINNOV,SASU,75,pharm-enews.fr,http://www.pharm-enews.fr,39bisB,0330 X 95083
PHILO EDITIONS,SAS,75,philomag.com,http://www.philomag.com,IPG,0329 Y 91181
PHILO EDITIONS,SAS,75,philonomist.com,http://www.philonomist.com,IPG,0331 Y 93842
BAYARD,SA,92,phosphore.com,http://www.phosphore.com,,0530 W 90308
PHOTOTREND,SARL,92,phototrend.fr,http://www.phototrend.fr,,0630 W 95144
SOCIETE ANONYME D'EDITION ET DE PUBLICITE - SANEP,SA,68,phr.fr,https://www.phr.fr,,0127 W 92597
GROUPE FRANCE AGRICOLE,SAS,93,phytoma-ldv.com,http://www.phytoma-ldv.com,39bisB,0127 X 94810
PREMIERES LOGES,SARL,75,pianiste.fr,http://www.pianiste.fr,39bisB,0926 X 94687
INFO 2P,SARL,75,pierrepapier.fr,https://www.pierrepapier.fr/,,0626 W 93966
Pioche! Magazine,SAS,37,piochemag.fr,http://www.piochemag.fr,39bisA,1128 Z 94761
BORDEAUX MEDIA,SAS,33,placeco.fr,http://www.placeco.fr,39bisB,1127 X 94371
PLACE GRE' NET,SAS,38,placegrenet.fr,http://www.placegrenet.fr,IPG,1128 Y 93239
Éditions Plan Bio,SASU,77,Plan B(io) - newsletter,Plan B(io) - newsletter,39bisB,1126 X 94375
NEW PLANET MEDIA,SAS,75,planet.fr,http://www.planet.fr,IPG,0526 Y 91368
PRMEDIA,SAS,83,planeterenault.com,http://www.planeterenault.com,,0628 W 95572
LEXING EDITIONS,SARL,75,planeterobots.com,http://www.planeterobots.com,39bisB,0130 X 95391
REWORLD MEDIA MAGAZINES,SAS,92,pleinevie.fr,https://www.pleinevie.fr/,,0327 W 94866
ELO PRESSE,SAS,35,plm-magazine.com,http://www.plm-magazine.com,39bisB,1129 X 94077
PODCASTINE,SARL,33,podcastine.fr,https://podcastine.fr/,IPG,0527 Y 94587
ROYALEMENT VÔTRE EDITIONS,SAS,75,pointdevue.fr,http://www.pointdevue.fr,,0326 W 94501
POINTS DE VENTE,SAS,75,pointsdevente.fr,http://pointsdevente.fr,,0528 W 91837
POLITIS,SAS,75,politis.fr,http://www.politis.fr,IPG,0526 Y 90437
ELO PRESSE,SAS,35,porcmag.com,http://www.porcmag.com,39bisB,1129 X 94078
TRIBELEADR,SAS,92,positivr.fr,https://www.positivr.fr,39bisA,0928 Z 94691
POUR LA SCIENCE,SARL,75,pourlascience.fr,http://www.pourlascience.fr,39bisB,0927 X 91526
POUR L'ECO,SAS,75,pourleco.com,https://www.pourleco.com,39bisA,0727 Z 94260
POURQUOI DOCTEUR,SARL,92,pourquoidocteur.fr,https://www.pourquoidocteur.fr,,0129 W 93085
PREMIERE MEDIA,SARL,75,premiere.fr,http://www.premiere.fr,,0129 W 90647
ASSOCIATION MIEUX PRESCRIRE,Association,75,prescrire.org,http://www.prescrire.org,39bisB,1127 X 95006
PRESSAGRIMED,SA,34,pressagrimed.fr,http://www.pressagrimed.fr,39bisB,0928 X 94685
TRIPALIO,SAS,75,presse.tripalio.fr,https://presse.tripalio.fr/,,0627 W 92752
PRESSELIB'EDITION,SAS,64,presselib.com,https://presselib.com,IPG,0128 Y 90466
ELO PRESSE,SAS,35,processalimentaire.com,http://www.processalimentaire.com,39bisB,1129 X 94079
LES EDITIONS DE BIONNAY,SAS,69,professionpaysagiste.com,http://www.professionpaysagiste.com,39bisB,0627 X 94941
PARRESIA,SAS,92,profession-pharmacien.fr,http://www.profession-pharmacien.fr,39bisB,0626 X 93938
VERON ET COMPAGNIE,SAS,35,profession-recycleur.fr,http://www.profession-recycleur.fr,39bisB,0730 X 95464
AVANTI,SARL,75,profession-sage-femme.com,http://profession-sage-femme.com,,0926 W 93191
PRISMA MEDIA,SAS,92,programme.tv,http://www.programme.tv,,1126 W 94762
BAUER MEDIA FRANCE,SNC,75,programme-television.org,http://www.programme-television.org,,0631 W 92162
PRISMA MEDIA,SAS,92,programme-tv.net,http://www.programme-tv.net,,0929 W 91413
Amélie ACATRINEI-ALDEA,Micro-entrepreneur,93,projetarcadie.com,http://www.projetarcadie.com,39bisA,0526 Z 94949
GROUPE PSYCHOLOGIES,SASU,75,psychologies.com,http://www.psychologies.com,,1126 W 90929
PUBLIC PUBLISHING,SAS,92,public.fr,http://www.public.fr,,0526 W 90931
PUISSANCE GROUP',Association,52,puissancetelevision.fr,http://www.puissancetelevision.fr,IPG,1026 Y 95351
WEBEDIA,SA,92,purebreak.com,http://www.purebreak.com,,1029 W 94649
WEBEDIA,SA,92,purepeople.com,http://www.purepeople.com,,1029 W 94650
HORIZON DURABLE,SAS,92,purepolitique.fr,http://www.purepolitique.fr,39bisA,0130 Z 95055
BEST SELLER CONSULTING,Entreprise individuelle,75,putsch.media,https://putsch.media,39bisA,0526 Z 91787
ISMENE,EURL,91,Qant: IA & TECHS EMERGENTES - Newsletter,Qant: IA & TECHS EMERGENTES - Newsletter,39bisB,0326 X 95420
CONTRE-COURANT,SAS,75,qg.media,https://qg.media/,IPG,0327 Y 94355
UFC QUE CHOISIR,Association,75,quechoisir.org,http://www.quechoisir.org,39bisA,1229 Z 90118
QUI VIVE,Association,13,quivive.fr,https://quivive.fr/,IPG,0528 Y 95558
PORTE A COTE,Association,93,radioparleur.net,https://radioparleur.net/,IPG,0130 Y 93941
EDP SCIENCES,SAS,91,radioprotection.org,http://www.radioprotection.org,39bisB,0331 X 93287
RADIO VOLCANS D'AUVERGNE - RVA,SARL,69,radiorva.com,http://www.radiorva.com,39bisA,0531 Z 95303
SOPHIA HISTOIRE & COLLECTIONS,SAS,75,raids.fr,https://raids.fr,39bisA,1130 Z 93801
SOPHIA HISTOIRE ET COLLECTIONS,SAS,75,raids-aviation.fr,https://raids-aviation.fr/,,1026 W 95353
EDITIONS LA VIE DU RAIL,SA,75,railpassion.fr,http://www.railpassion.fr,39bisB,0628 X 95137
EDP SCIENCES,SAS,91,rairo-ro.org,http://www.rairo-ro.org,,0129 W 93289
RapMinerz MEDIA,Association,75,rapminerz.io,http://www.rapminerz.io,39bisB,1026 X 94917
